Id,Category
141,4ASK
142,AM-DSB-SC
143,BPSK
144,AM-DSB-SC
145,OQPSK
146,BPSK
147,16PSK
148,QPSK
149,16PSK
150,QPSK
151,4ASK
152,OOK
153,8PSK
154,OQPSK
155,QPSK
156,OOK
157,4ASK
158,BPSK
159,8PSK
160,AM-SSB-SC
161,4ASK
162,FM
163,AM-DSB-SC
164,8PSK
165,OQPSK
166,8PSK
167,OOK
168,OOK
169,QPSK
170,BPSK
171,FM
172,AM-DSB-SC
173,4ASK
174,4ASK
175,8PSK
176,4ASK
177,AM-DSB-SC
178,AM-SSB-SC
179,4ASK
180,4ASK
181,AM-SSB-SC
182,4ASK
183,AM-DSB-SC
184,OOK
185,AM-DSB-SC
186,AM-SSB-SC
187,4ASK
188,AM-DSB-SC
189,OQPSK
190,8PSK
191,BPSK
192,QPSK
193,OQPSK
194,AM-SSB-SC
195,4ASK
196,AM-SSB-SC
197,4ASK
198,4ASK
199,AM-DSB-SC
200,AM-DSB-SC
201,OQPSK
202,8PSK
203,AM-DSB-SC
204,BPSK
205,4ASK
206,AM-DSB-SC
207,4ASK
208,4ASK
209,8PSK
210,QPSK
211,16PSK
212,OQPSK
213,16PSK
214,OOK
215,QPSK
216,8PSK
217,AM-SSB-SC
218,AM-SSB-SC
219,BPSK
220,4ASK
221,FM
222,OOK
223,OQPSK
224,AM-DSB-SC
225,BPSK
226,QPSK
227,AM-DSB-SC
228,OOK
229,OQPSK
230,QPSK
231,16PSK
232,AM-DSB-SC
233,4ASK
234,AM-SSB-SC
235,FM
236,AM-SSB-SC
237,4ASK
238,QPSK
239,OOK
240,OOK
241,8PSK
242,4ASK
243,OOK
244,OQPSK
245,16PSK
246,AM-SSB-SC
247,AM-DSB-SC
248,4ASK
249,OQPSK
250,OQPSK
251,QPSK
252,OQPSK
253,OOK
254,QPSK
255,OQPSK
256,BPSK
257,AM-DSB-SC
258,OQPSK
259,4ASK
260,OQPSK
261,BPSK
262,BPSK
263,BPSK
264,OOK
265,FM
266,8PSK
267,OOK
268,QPSK
269,4ASK
270,BPSK
271,AM-SSB-SC
272,FM
273,4ASK
274,QPSK
275,OQPSK
276,AM-DSB-SC
277,OQPSK
278,AM-DSB-SC
279,FM
280,AM-DSB-SC
281,OQPSK
282,FM
283,FM
284,4ASK
285,AM-DSB-SC
286,BPSK
287,FM
288,BPSK
289,BPSK
290,4ASK
291,AM-SSB-SC
292,BPSK
293,BPSK
294,AM-SSB-SC
295,AM-DSB-SC
296,FM
297,QPSK
298,BPSK
299,OQPSK
300,OOK
301,8PSK
302,OOK
303,AM-DSB-SC
304,BPSK
305,AM-DSB-SC
306,BPSK
307,AM-DSB-SC
308,BPSK
309,QPSK
310,8PSK
311,OQPSK
312,AM-DSB-SC
313,QPSK
314,AM-DSB-SC
315,AM-DSB-SC
316,OOK
317,AM-SSB-SC
318,16PSK
319,BPSK
320,4ASK
321,8PSK
322,OQPSK
323,4ASK
324,AM-DSB-SC
325,OOK
326,OOK
327,4ASK
328,FM
329,AM-SSB-SC
330,OOK
331,FM
332,QPSK
333,FM
334,FM
335,16PSK
336,4ASK
337,AM-SSB-SC
338,BPSK
339,AM-DSB-SC
340,OOK
341,BPSK
342,AM-SSB-SC
343,16PSK
344,4ASK
345,OOK
346,16PSK
347,QPSK
348,QPSK
349,FM
350,AM-DSB-SC
351,BPSK
352,AM-SSB-SC
353,BPSK
354,8PSK
355,OOK
356,OQPSK
357,OQPSK
358,8PSK
359,FM
360,4ASK
361,BPSK
362,FM
363,AM-DSB-SC
364,FM
365,BPSK
366,OQPSK
367,16PSK
368,QPSK
369,8PSK
370,OQPSK
371,16PSK
372,16PSK
373,FM
374,16PSK
375,FM
376,16PSK
377,16PSK
378,AM-DSB-SC
379,OQPSK
380,BPSK
381,4ASK
382,AM-SSB-SC
383,8PSK
384,QPSK
385,8PSK
386,FM
387,8PSK
388,AM-SSB-SC
389,QPSK
390,4ASK
391,QPSK
392,8PSK
393,8PSK
394,AM-SSB-SC
395,4ASK
396,OOK
397,8PSK
398,16PSK
399,8PSK
400,16PSK
401,FM
402,8PSK
403,4ASK
404,QPSK
405,4ASK
406,AM-DSB-SC
407,FM
408,OOK
409,BPSK
410,QPSK
411,OQPSK
412,BPSK
413,FM
414,FM
415,OQPSK
416,16PSK
417,8PSK
418,AM-DSB-SC
419,8PSK
420,16PSK
421,AM-SSB-SC
422,QPSK
423,BPSK
424,16PSK
425,OQPSK
426,OQPSK
427,AM-SSB-SC
428,4ASK
429,8PSK
430,16PSK
431,OQPSK
432,8PSK
433,OOK
434,8PSK
435,16PSK
436,4ASK
437,OOK
438,AM-DSB-SC
439,16PSK
440,AM-DSB-SC
441,FM
442,BPSK
443,OQPSK
444,16PSK
445,AM-DSB-SC
446,AM-DSB-SC
447,AM-SSB-SC
448,4ASK
449,8PSK
450,8PSK
451,4ASK
452,QPSK
453,OQPSK
454,QPSK
455,OQPSK
456,FM
457,OOK
458,FM
459,AM-SSB-SC
460,8PSK
461,AM-SSB-SC
462,4ASK
463,4ASK
464,BPSK
465,BPSK
466,OQPSK
467,OQPSK
468,4ASK
469,4ASK
470,16PSK
471,AM-DSB-SC
472,16PSK
473,AM-DSB-SC
474,OQPSK
475,AM-SSB-SC
476,BPSK
477,QPSK
478,4ASK
479,8PSK
480,BPSK
481,OOK
482,OOK
483,8PSK
484,BPSK
485,16PSK
486,QPSK
487,16PSK
488,FM
489,4ASK
490,OQPSK
491,OQPSK
492,16PSK
493,OQPSK
494,8PSK
495,FM
496,4ASK
497,8PSK
498,4ASK
499,OQPSK
500,AM-SSB-SC
501,4ASK
502,OQPSK
503,BPSK
504,QPSK
505,BPSK
506,QPSK
507,8PSK
508,OQPSK
509,QPSK
510,AM-DSB-SC
511,16PSK
512,OQPSK
513,8PSK
514,BPSK
515,8PSK
516,QPSK
517,4ASK
518,4ASK
519,OQPSK
520,BPSK
521,AM-SSB-SC
522,16PSK
523,AM-SSB-SC
524,OOK
525,AM-DSB-SC
526,AM-SSB-SC
527,BPSK
528,8PSK
529,OQPSK
530,8PSK
531,OQPSK
532,AM-SSB-SC
533,OQPSK
534,AM-SSB-SC
535,16PSK
536,AM-DSB-SC
537,4ASK
538,BPSK
539,16PSK
540,AM-SSB-SC
541,OOK
542,FM
543,OOK
544,16PSK
545,AM-SSB-SC
546,OOK
547,8PSK
548,4ASK
549,4ASK
550,FM
551,4ASK
552,FM
553,AM-SSB-SC
554,4ASK
555,8PSK
556,4ASK
557,FM
558,AM-SSB-SC
559,AM-SSB-SC
560,BPSK
561,QPSK
562,QPSK
563,OOK
564,QPSK
565,QPSK
566,QPSK
567,QPSK
568,16PSK
569,AM-DSB-SC
570,8PSK
571,FM
572,QPSK
573,OOK
574,8PSK
575,FM
576,16PSK
577,4ASK
578,BPSK
579,QPSK
580,FM
581,16PSK
582,QPSK
583,4ASK
584,AM-SSB-SC
585,OOK
586,4ASK
587,FM
588,FM
589,4ASK
590,BPSK
591,AM-SSB-SC
592,OOK
593,16PSK
594,QPSK
595,8PSK
596,FM
597,FM
598,BPSK
599,FM
600,16PSK
601,OQPSK
602,OOK
603,OOK
604,AM-DSB-SC
605,FM
606,OOK
607,FM
608,FM
609,16PSK
610,16PSK
611,OOK
612,AM-DSB-SC
613,BPSK
614,AM-DSB-SC
615,QPSK
616,OOK
617,BPSK
618,4ASK
619,AM-DSB-SC
620,BPSK
621,AM-SSB-SC
622,16PSK
623,FM
624,OOK
625,OQPSK
626,BPSK
627,FM
628,AM-DSB-SC
629,OQPSK
630,BPSK
631,4ASK
632,BPSK
633,FM
634,AM-DSB-SC
635,QPSK
636,OQPSK
637,AM-SSB-SC
638,FM
639,16PSK
640,BPSK
641,FM
642,AM-DSB-SC
643,8PSK
644,FM
645,16PSK
646,FM
647,OQPSK
648,OOK
649,16PSK
650,16PSK
651,OQPSK
652,QPSK
653,BPSK
654,16PSK
655,OOK
656,OOK
657,FM
658,BPSK
659,4ASK
660,16PSK
661,OOK
662,16PSK
663,OOK
664,OOK
665,8PSK
666,8PSK
667,OOK
668,4ASK
669,QPSK
670,BPSK
671,FM
672,4ASK
673,OQPSK
674,4ASK
675,AM-SSB-SC
676,AM-SSB-SC
677,4ASK
678,AM-DSB-SC
679,OOK
680,16PSK
681,QPSK
682,AM-DSB-SC
683,AM-SSB-SC
684,BPSK
685,AM-SSB-SC
686,QPSK
687,OOK
688,BPSK
689,FM
690,FM
691,8PSK
692,FM
693,4ASK
694,FM
695,4ASK
696,OOK
697,8PSK
698,OQPSK
699,AM-DSB-SC
700,AM-DSB-SC
701,FM
702,QPSK
703,4ASK
704,BPSK
705,FM
706,4ASK
707,4ASK
708,4ASK
709,OQPSK
710,AM-SSB-SC
711,OOK
712,OOK
713,4ASK
714,OOK
715,QPSK
716,AM-DSB-SC
717,16PSK
718,16PSK
719,OQPSK
720,QPSK
721,AM-SSB-SC
722,OOK
723,4ASK
724,BPSK
725,BPSK
726,4ASK
727,16PSK
728,4ASK
729,BPSK
730,4ASK
731,4ASK
732,AM-DSB-SC
733,4ASK
734,AM-SSB-SC
735,AM-SSB-SC
736,16PSK
737,16PSK
738,OQPSK
739,OOK
740,AM-DSB-SC
741,FM
742,AM-SSB-SC
743,16PSK
744,OOK
745,BPSK
746,16PSK
747,8PSK
748,OQPSK
749,8PSK
750,4ASK
751,OOK
752,8PSK
753,4ASK
754,8PSK
755,BPSK
756,QPSK
757,4ASK
758,4ASK
759,AM-SSB-SC
760,8PSK
761,BPSK
762,OOK
763,4ASK
764,FM
765,AM-SSB-SC
766,BPSK
767,16PSK
768,BPSK
769,FM
770,4ASK
771,QPSK
772,OQPSK
773,4ASK
774,OOK
775,QPSK
776,QPSK
777,BPSK
778,8PSK
779,OQPSK
780,QPSK
781,AM-SSB-SC
782,16PSK
783,FM
784,OQPSK
785,OOK
786,AM-SSB-SC
787,BPSK
788,AM-DSB-SC
789,4ASK
790,4ASK
791,AM-DSB-SC
792,OQPSK
793,BPSK
794,OQPSK
795,AM-SSB-SC
796,QPSK
797,16PSK
798,OOK
799,BPSK
800,QPSK
801,AM-SSB-SC
802,BPSK
803,QPSK
804,BPSK
805,4ASK
806,OQPSK
807,BPSK
808,OQPSK
809,4ASK
810,16PSK
811,4ASK
812,4ASK
813,AM-DSB-SC
814,8PSK
815,OQPSK
816,AM-DSB-SC
817,16PSK
818,AM-DSB-SC
819,AM-DSB-SC
820,8PSK
821,FM
822,8PSK
823,OQPSK
824,AM-SSB-SC
825,BPSK
826,BPSK
827,FM
828,4ASK
829,4ASK
830,BPSK
831,AM-SSB-SC
832,8PSK
833,16PSK
834,OQPSK
835,AM-DSB-SC
836,AM-SSB-SC
837,AM-SSB-SC
838,4ASK
839,16PSK
840,4ASK
841,OQPSK
842,BPSK
843,BPSK
844,QPSK
845,BPSK
846,4ASK
847,8PSK
848,OOK
849,4ASK
850,16PSK
851,4ASK
852,AM-DSB-SC
853,OOK
854,AM-SSB-SC
855,OOK
856,8PSK
857,AM-SSB-SC
858,AM-SSB-SC
859,AM-SSB-SC
860,AM-DSB-SC
861,QPSK
862,QPSK
863,AM-SSB-SC
864,OQPSK
865,FM
866,FM
867,BPSK
868,8PSK
869,AM-SSB-SC
870,8PSK
871,AM-DSB-SC
872,16PSK
873,FM
874,4ASK
875,QPSK
876,AM-DSB-SC
877,OOK
878,QPSK
879,OQPSK
880,OQPSK
881,OQPSK
882,8PSK
883,BPSK
884,BPSK
885,OQPSK
886,OOK
887,OQPSK
888,FM
889,BPSK
890,BPSK
891,BPSK
892,BPSK
893,4ASK
894,8PSK
895,16PSK
896,BPSK
897,AM-SSB-SC
898,AM-SSB-SC
899,AM-SSB-SC
900,4ASK
901,FM
902,OQPSK
903,4ASK
904,AM-SSB-SC
905,FM
906,4ASK
907,FM
908,AM-DSB-SC
909,AM-DSB-SC
910,16PSK
911,AM-DSB-SC
912,OQPSK
913,AM-SSB-SC
914,FM
915,4ASK
916,BPSK
917,OOK
918,16PSK
919,16PSK
920,AM-DSB-SC
921,16PSK
922,8PSK
923,OQPSK
924,BPSK
925,16PSK
926,4ASK
927,QPSK
928,16PSK
929,8PSK
930,QPSK
931,16PSK
932,FM
933,16PSK
934,BPSK
935,AM-DSB-SC
936,OOK
937,BPSK
938,BPSK
939,8PSK
940,QPSK
941,OOK
942,AM-SSB-SC
943,QPSK
944,OOK
945,OQPSK
946,AM-DSB-SC
947,AM-SSB-SC
948,BPSK
949,16PSK
950,OOK
951,8PSK
952,4ASK
953,4ASK
954,AM-SSB-SC
955,OQPSK
956,QPSK
957,16PSK
958,OQPSK
959,FM
960,AM-SSB-SC
961,OOK
962,16PSK
963,FM
964,OQPSK
965,8PSK
966,OOK
967,OQPSK
968,BPSK
969,BPSK
970,QPSK
971,QPSK
972,OOK
973,QPSK
974,OQPSK
975,16PSK
976,FM
977,4ASK
978,8PSK
979,BPSK
980,AM-DSB-SC
981,OQPSK
982,4ASK
983,FM
984,BPSK
985,OQPSK
986,16PSK
987,AM-SSB-SC
988,16PSK
989,OQPSK
990,FM
991,FM
992,8PSK
993,AM-DSB-SC
994,BPSK
995,AM-SSB-SC
996,4ASK
997,AM-DSB-SC
998,4ASK
999,BPSK
1000,8PSK
1001,8PSK
1002,BPSK
1003,FM
1004,16PSK
1005,OQPSK
1006,BPSK
1007,8PSK
1008,QPSK
1009,AM-DSB-SC
1010,AM-SSB-SC
1011,QPSK
1012,FM
1013,OOK
1014,AM-SSB-SC
1015,QPSK
1016,OQPSK
1017,AM-DSB-SC
1018,OOK
1019,OQPSK
1020,QPSK
1021,BPSK
1022,16PSK
1023,OOK
1024,AM-SSB-SC
1025,AM-SSB-SC
1026,AM-DSB-SC
1027,16PSK
1028,AM-DSB-SC
1029,4ASK
1030,QPSK
1031,BPSK
1032,16PSK
1033,8PSK
1034,FM
1035,FM
1036,16PSK
1037,8PSK
1038,8PSK
1039,16PSK
1040,QPSK
1041,8PSK
1042,OOK
1043,4ASK
1044,8PSK
1045,FM
1046,QPSK
1047,OOK
1048,QPSK
1049,FM
1050,BPSK
1051,OOK
1052,BPSK
1053,AM-SSB-SC
1054,4ASK
1055,OOK
1056,AM-DSB-SC
1057,FM
1058,OOK
1059,FM
1060,OOK
1061,8PSK
1062,AM-DSB-SC
1063,4ASK
1064,8PSK
1065,OOK
1066,OQPSK
1067,BPSK
1068,8PSK
1069,BPSK
1070,AM-DSB-SC
1071,AM-SSB-SC
1072,OOK
1073,BPSK
1074,4ASK
1075,4ASK
1076,4ASK
1077,OOK
1078,QPSK
1079,FM
1080,OOK
1081,BPSK
1082,OQPSK
1083,4ASK
1084,8PSK
1085,QPSK
1086,FM
1087,AM-DSB-SC
1088,8PSK
1089,BPSK
1090,QPSK
1091,OOK
1092,OOK
1093,8PSK
1094,AM-SSB-SC
1095,16PSK
1096,QPSK
1097,OQPSK
1098,OQPSK
1099,AM-DSB-SC
1100,OOK
1101,AM-DSB-SC
1102,QPSK
1103,8PSK
1104,OOK
1105,FM
1106,OOK
1107,AM-SSB-SC
1108,16PSK
1109,4ASK
1110,BPSK
1111,OOK
1112,FM
1113,OQPSK
1114,OOK
1115,4ASK
1116,8PSK
1117,4ASK
1118,AM-SSB-SC
1119,FM
1120,FM
1121,AM-DSB-SC
1122,OOK
1123,OQPSK
1124,AM-DSB-SC
1125,OQPSK
1126,FM
1127,OOK
1128,AM-DSB-SC
1129,AM-SSB-SC
1130,8PSK
1131,AM-DSB-SC
1132,FM
1133,BPSK
1134,OQPSK
1135,QPSK
1136,QPSK
1137,8PSK
1138,AM-DSB-SC
1139,BPSK
1140,16PSK
1141,BPSK
1142,OQPSK
1143,QPSK
1144,BPSK
1145,8PSK
1146,OOK
1147,OOK
1148,BPSK
1149,OQPSK
1150,OQPSK
1151,OOK
1152,FM
1153,8PSK
1154,AM-SSB-SC
1155,OOK
1156,16PSK
1157,8PSK
1158,QPSK
1159,16PSK
1160,16PSK
1161,OQPSK
1162,FM
1163,8PSK
1164,OQPSK
1165,FM
1166,BPSK
1167,AM-SSB-SC
1168,QPSK
1169,4ASK
1170,4ASK
1171,4ASK
1172,FM
1173,QPSK
1174,OOK
1175,16PSK
1176,FM
1177,AM-DSB-SC
1178,OOK
1179,FM
1180,4ASK
1181,16PSK
1182,OOK
1183,AM-SSB-SC
1184,BPSK
1185,4ASK
1186,BPSK
1187,BPSK
1188,AM-DSB-SC
1189,4ASK
1190,BPSK
1191,BPSK
1192,AM-DSB-SC
1193,BPSK
1194,OOK
1195,FM
1196,AM-DSB-SC
1197,4ASK
1198,QPSK
1199,FM
1200,4ASK
1201,AM-DSB-SC
1202,8PSK
1203,8PSK
1204,8PSK
1205,8PSK
1206,QPSK
1207,OQPSK
1208,OOK
1209,BPSK
1210,16PSK
1211,AM-SSB-SC
1212,QPSK
1213,4ASK
1214,OOK
1215,AM-DSB-SC
1216,8PSK
1217,OOK
1218,BPSK
1219,4ASK
1220,BPSK
1221,8PSK
1222,16PSK
1223,AM-DSB-SC
1224,QPSK
1225,AM-DSB-SC
1226,OQPSK
1227,AM-SSB-SC
1228,AM-SSB-SC
1229,AM-SSB-SC
1230,QPSK
1231,16PSK
1232,QPSK
1233,OOK
1234,8PSK
1235,OQPSK
1236,OOK
1237,FM
1238,OOK
1239,OOK
1240,QPSK
1241,OQPSK
1242,AM-DSB-SC
1243,16PSK
1244,4ASK
1245,OQPSK
1246,8PSK
1247,4ASK
1248,AM-SSB-SC
1249,OOK
1250,4ASK
1251,AM-DSB-SC
1252,8PSK
1253,BPSK
1254,FM
1255,4ASK
1256,AM-DSB-SC
1257,4ASK
1258,AM-SSB-SC
1259,4ASK
1260,OQPSK
1261,4ASK
1262,16PSK
1263,16PSK
1264,FM
1265,8PSK
1266,QPSK
1267,FM
1268,AM-SSB-SC
1269,FM
1270,FM
1271,AM-DSB-SC
1272,BPSK
1273,8PSK
1274,4ASK
1275,BPSK
1276,QPSK
1277,AM-DSB-SC
1278,8PSK
1279,FM
1280,BPSK
1281,AM-DSB-SC
1282,FM
1283,BPSK
1284,OQPSK
1285,OQPSK
1286,OOK
1287,BPSK
1288,OOK
1289,AM-SSB-SC
1290,AM-DSB-SC
1291,AM-SSB-SC
1292,4ASK
1293,4ASK
1294,AM-SSB-SC
1295,BPSK
1296,16PSK
1297,OOK
1298,OOK
1299,FM
1300,FM
1301,QPSK
1302,BPSK
1303,AM-SSB-SC
1304,FM
1305,QPSK
1306,FM
1307,4ASK
1308,8PSK
1309,AM-DSB-SC
1310,8PSK
1311,FM
1312,4ASK
1313,16PSK
1314,BPSK
1315,QPSK
1316,BPSK
1317,AM-DSB-SC
1318,AM-SSB-SC
1319,OOK
1320,OQPSK
1321,QPSK
1322,AM-SSB-SC
1323,OOK
1324,8PSK
1325,4ASK
1326,AM-SSB-SC
1327,AM-DSB-SC
1328,OQPSK
1329,BPSK
1330,OQPSK
1331,QPSK
1332,AM-SSB-SC
1333,16PSK
1334,AM-SSB-SC
1335,4ASK
1336,OOK
1337,FM
1338,16PSK
1339,FM
1340,AM-DSB-SC
1341,16PSK
1342,OOK
1343,OOK
1344,FM
1345,OOK
1346,FM
1347,AM-SSB-SC
1348,FM
1349,BPSK
1350,8PSK
1351,BPSK
1352,QPSK
1353,8PSK
1354,AM-SSB-SC
1355,OOK
1356,4ASK
1357,BPSK
1358,BPSK
1359,4ASK
1360,OOK
1361,FM
1362,AM-SSB-SC
1363,8PSK
1364,OQPSK
1365,OQPSK
1366,OOK
1367,OQPSK
1368,BPSK
1369,8PSK
1370,QPSK
1371,AM-SSB-SC
1372,FM
1373,AM-SSB-SC
1374,16PSK
1375,4ASK
1376,AM-DSB-SC
1377,4ASK
1378,AM-DSB-SC
1379,AM-SSB-SC
1380,4ASK
1381,BPSK
1382,BPSK
1383,OQPSK
1384,16PSK
1385,QPSK
1386,OOK
1387,4ASK
1388,AM-DSB-SC
1389,OOK
1390,4ASK
1391,AM-SSB-SC
1392,FM
1393,QPSK
1394,OQPSK
1395,FM
1396,4ASK
1397,FM
1398,QPSK
1399,AM-SSB-SC
1400,QPSK
1401,BPSK
1402,BPSK
1403,AM-DSB-SC
1404,AM-SSB-SC
1405,16PSK
1406,BPSK
1407,AM-DSB-SC
1408,AM-DSB-SC
1409,FM
1410,BPSK
1411,8PSK
1412,16PSK
1413,AM-DSB-SC
1414,4ASK
1415,8PSK
1416,8PSK
1417,QPSK
1418,OQPSK
1419,AM-SSB-SC
1420,AM-SSB-SC
1421,AM-DSB-SC
1422,16PSK
1423,AM-DSB-SC
1424,FM
1425,AM-SSB-SC
1426,OQPSK
1427,OQPSK
1428,8PSK
1429,FM
1430,AM-DSB-SC
1431,4ASK
1432,16PSK
1433,AM-SSB-SC
1434,AM-SSB-SC
1435,4ASK
1436,AM-SSB-SC
1437,8PSK
1438,8PSK
1439,AM-SSB-SC
1440,4ASK
1441,AM-SSB-SC
1442,8PSK
1443,8PSK
1444,QPSK
1445,8PSK
1446,AM-SSB-SC
1447,OQPSK
1448,OOK
1449,4ASK
1450,AM-SSB-SC
1451,8PSK
1452,4ASK
1453,OQPSK
1454,8PSK
1455,QPSK
1456,FM
1457,AM-DSB-SC
1458,OOK
1459,8PSK
1460,OOK
1461,4ASK
1462,AM-DSB-SC
1463,QPSK
1464,4ASK
1465,16PSK
1466,AM-DSB-SC
1467,AM-SSB-SC
1468,8PSK
1469,FM
1470,AM-DSB-SC
1471,FM
1472,16PSK
1473,16PSK
1474,FM
1475,16PSK
1476,AM-DSB-SC
1477,4ASK
1478,QPSK
1479,OQPSK
1480,OQPSK
1481,AM-SSB-SC
1482,OQPSK
1483,OQPSK
1484,OQPSK
1485,BPSK
1486,4ASK
1487,16PSK
1488,BPSK
1489,8PSK
1490,4ASK
1491,QPSK
1492,FM
1493,QPSK
1494,AM-SSB-SC
1495,QPSK
1496,16PSK
1497,16PSK
1498,OQPSK
1499,8PSK
1500,QPSK
1501,AM-DSB-SC
1502,16PSK
1503,BPSK
1504,FM
1505,QPSK
1506,OOK
1507,16PSK
1508,4ASK
1509,AM-SSB-SC
1510,8PSK
1511,AM-SSB-SC
1512,OQPSK
1513,8PSK
1514,8PSK
1515,FM
1516,BPSK
1517,FM
1518,OQPSK
1519,BPSK
1520,16PSK
1521,8PSK
1522,FM
1523,QPSK
1524,FM
1525,OOK
1526,16PSK
1527,AM-DSB-SC
1528,QPSK
1529,16PSK
1530,16PSK
1531,4ASK
1532,OOK
1533,AM-SSB-SC
1534,OOK
1535,AM-DSB-SC
1536,4ASK
1537,BPSK
1538,AM-SSB-SC
1539,AM-DSB-SC
1540,OQPSK
1541,16PSK
1542,OQPSK
1543,OOK
1544,AM-DSB-SC
1545,BPSK
1546,FM
1547,QPSK
1548,16PSK
1549,FM
1550,16PSK
1551,OQPSK
1552,8PSK
1553,16PSK
1554,16PSK
1555,OOK
1556,FM
1557,OQPSK
1558,AM-DSB-SC
1559,8PSK
1560,AM-DSB-SC
1561,AM-DSB-SC
1562,OOK
1563,AM-DSB-SC
1564,8PSK
1565,8PSK
1566,16PSK
1567,QPSK
1568,AM-DSB-SC
1569,4ASK
1570,8PSK
1571,FM
1572,QPSK
1573,AM-SSB-SC
1574,OOK
1575,16PSK
1576,FM
1577,FM
1578,AM-DSB-SC
1579,8PSK
1580,FM
1581,AM-SSB-SC
1582,FM
1583,AM-DSB-SC
1584,16PSK
1585,AM-DSB-SC
1586,QPSK
1587,AM-SSB-SC
1588,4ASK
1589,AM-DSB-SC
1590,AM-DSB-SC
1591,BPSK
1592,4ASK
1593,FM
1594,BPSK
1595,AM-DSB-SC
1596,BPSK
1597,AM-DSB-SC
1598,8PSK
1599,AM-DSB-SC
1600,AM-SSB-SC
1601,AM-SSB-SC
1602,BPSK
1603,AM-DSB-SC
1604,4ASK
1605,OOK
1606,8PSK
1607,AM-DSB-SC
1608,BPSK
1609,FM
1610,AM-SSB-SC
1611,OQPSK
1612,FM
1613,4ASK
1614,16PSK
1615,AM-SSB-SC
1616,FM
1617,QPSK
1618,FM
1619,4ASK
1620,QPSK
1621,QPSK
1622,AM-SSB-SC
1623,OQPSK
1624,FM
1625,4ASK
1626,BPSK
1627,BPSK
1628,BPSK
1629,8PSK
1630,16PSK
1631,OOK
1632,AM-SSB-SC
1633,AM-DSB-SC
1634,AM-DSB-SC
1635,QPSK
1636,OOK
1637,8PSK
1638,FM
1639,OQPSK
1640,16PSK
1641,8PSK
1642,BPSK
1643,FM
1644,AM-SSB-SC
1645,AM-SSB-SC
1646,AM-SSB-SC
1647,8PSK
1648,BPSK
1649,AM-SSB-SC
1650,QPSK
1651,OQPSK
1652,OQPSK
1653,OQPSK
1654,4ASK
1655,16PSK
1656,BPSK
1657,BPSK
1658,8PSK
1659,FM
1660,4ASK
1661,QPSK
1662,AM-SSB-SC
1663,FM
1664,BPSK
1665,QPSK
1666,OOK
1667,QPSK
1668,8PSK
1669,FM
1670,OOK
1671,AM-SSB-SC
1672,OOK
1673,BPSK
1674,OOK
1675,AM-SSB-SC
1676,AM-DSB-SC
1677,OOK
1678,4ASK
1679,FM
1680,OQPSK
1681,8PSK
1682,4ASK
1683,OOK
1684,QPSK
1685,AM-DSB-SC
1686,OOK
1687,AM-SSB-SC
1688,AM-SSB-SC
1689,4ASK
1690,BPSK
1691,OQPSK
1692,4ASK
1693,OOK
1694,BPSK
1695,AM-DSB-SC
1696,OQPSK
1697,BPSK
1698,4ASK
1699,16PSK
1700,8PSK
1701,AM-DSB-SC
1702,QPSK
1703,16PSK
1704,OOK
1705,BPSK
